benchmark,category,status,cputime (s),walltime (s),memUsage,status-4,cputime (s)-4,walltime (s)-4,memUsage-4,speedup-4,status-6,cputime (s)-6,walltime (s)-6,memUsage-6,speedup-6,status-8,cputime (s)-8,walltime (s)-8,memUsage-8,speedup-8
openssh-8.0p1/sftp-server.bc,OSS,OK,48.53885989,48.68947342,49094656,OK,76.30827585,22.30481435,60223488,2.182913189,OK,86.496438,22.33934927,67727360,2.179538572,OK,89.56923565,23.64971942,71438336,2.058775943
lbreakout2-2.6.5/lbreakout2server.bc,OSS,OK,48.5404444,48.56906123,48803840,OK,65.89175548,23.26394581,57749504,2.087739613,OK,70.99242962,22.2996125,62476288,2.178022655,OK,76.25224891,22.27408179,66138112,2.18051912
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-media-usb-gspca-gspca_ov519.cil.c,SVC,OK,48.45065952,48.54864018,46379008,OK,63.92474333,16.82170699,50868224,2.886070969,OK,73.01550614,13.90885401,54960128,3.490484561,OK,81.21353543,12.54531911,60731392,3.86986092
openvswitch-2.11.0/ovn-sbctl.bc,OSS,OK,45.63654705,48.37658627,700715008,OK,47.26239443,41.93207409,665337856,1.153689325,OK,48.54885016,45.17251967,707084288,1.070929552,OK,48.983442,43.36480596,669425664,1.115572529
autofs-5.1.4/automount.bc,OSS,OK,48.21532394,48.28987855,98332672,OK,69.12863433,25.12884139,115109888,1.921691406,OK,78.41375113,24.66147477,119046144,1.958109926,OK,71.01286365,24.74318776,120524800,1.951643378
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--i40evf--i40evf.ko-entry_point.cil.out.c,SVC,OK,47.52890688,47.55795193,54517760,OK,60.34433313,16.45976425,58290176,2.889345874,OK,66.18299985,13.29960997,62361600,3.575890725,OK,66.84555222,10.31335176,64458752,4.611299318
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--i40evf--i40evf.ko-entry_point.cil.out.c,SVC,OK,47.15458537,47.18606984,54480896,OK,59.41326159,16.19480806,58040320,2.913654158,OK,63.80981483,12.77813581,61505536,3.692719387,OK,66.9794992,10.44177489,64516096,4.518970226
coreutils-8.31/factor.bc,OSS,OK,46.99129571,47.03159672,35844096,OK,86.87806387,31.04832533,47841280,1.514786908,OK,77.89582222,22.78437819,51949568,2.064203655,OK,85.25591152,21.79857218,54013952,2.157554006
gpsd-3.18.1/lcdgps.bc,OSS,OK,46.67477866,46.76190966,60710912,OK,60.77162815,17.18839055,77615104,2.720551963,OK,67.707691,15.94415252,97611776,2.932856394,OK,76.77583695,15.70072212,108244992,2.978328596
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--intel--i40evf--i40evf.ko-entry_point.cil.out.c,SVC,OK,46.57325701,46.59805417,53731328,OK,59.29381083,16.18970615,58068992,2.878252004,OK,65.83146115,13.08958922,61394944,3.559932508,OK,70.64937245,10.94803462,63987712,4.256294011
ldv-consumption/32_7a_cilled_linux-3.8-rc1-32_7a-drivers--staging--silicom--bpctl_mod.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,SVC,OK,46.44112385,46.46860941,49393664,OK,64.40312605,21.97108723,53628928,2.114989073,OK,67.04674525,17.78549473,57966592,2.612725152,OK,70.36823232,17.137541,60567552,2.711509744
cronie-1.5.4/crond.bc,OSS,OK,46.10112946,46.12413092,40579072,OK,76.45045154,36.22604115,54202368,1.27323134,OK,76.925636,35.87621909,59015168,1.285646372,OK,76.09149232,36.19728494,60661760,1.274242833
iftop-1.0pre4/iftop.bc,OSS,OK,45.90507658,45.93440009,32960512,OK,54.91035838,14.44356125,40062976,3.180268307,OK,57.42415877,10.45426085,45551616,4.393844842,OK,60.09559866,8.461206518,48517120,5.428823891
iproute2-5.0.0/ss.bc,OSS,OK,45.602046,45.72382309,70152192,OK,76.27834422,33.62740193,78241792,1.359719171,OK,77.55636643,32.76612142,83685376,1.395460344,OK,81.47689457,33.71767677,85049344,1.356078694
openvswitch-2.11.0/ovs-vsctl.bc,OSS,OK,42.81806322,45.28607419,659402752,OK,45.16356035,39.99387903,624578560,1.132325128,OK,46.39592786,42.8106211,665960448,1.05782334,OK,46.81479881,40.93721825,629264384,1.106232326
dosfstools-4.1/fsck.fat.bc,OSS,OK,44.82752026,44.86329203,39497728,OK,69.82136684,33.7382511,48279552,1.329745632,OK,70.33603641,33.67149028,52547584,1.332382133,OK,63.90964536,33.26781215,54611968,1.348549518
slimevolley-2.4.2/slimevolley.bc,OSS,OK,44.46171874,44.61561232,40394752,OK,95.38892951,26.72903532,58777600,1.669181539,OK,99.80576751,25.82761048,61997056,1.72743864,OK,87.34934028,25.61662252,62173184,1.741666462
iodine-0.7.0/iodine.bc,OSS,OK,44.47568963,44.5016084,37904384,OK,65.1041274,27.14059303,48357376,1.639669713,OK,75.52466543,28.82747834,52064256,1.543721857,OK,74.81802555,27.66618609,54194176,1.60851981
chrony-3.4/chronyc.bc,OSS,OK,44.35896325,44.38928153,56721408,OK,61.70966595,19.95494378,69681152,2.224475399,OK,64.25007297,20.20442882,73228288,2.197007494,OK,65.20401469,20.72720792,76230656,2.14159484
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--ipr.ko-entry_point.cil.out.c,SVC,OK,43.75962284,43.79331471,64962560,OK,54.81577674,14.61560539,74428416,2.996339429,OK,60.8824731,11.60777306,80060416,3.772757658,OK,65.16248403,10.73093597,83279872,4.081034014
wpa_supplicant-2.6/eapol_test.bc,OSS,OK,42.36750687,43.37265689,634531840,OK,54.91737124,26.07283911,627240960,1.663518756,OK,58.29505111,26.60725607,642269184,1.630106343,OK,59.70776469,25.75292023,631644160,1.684184026
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--gpu--drm--gma500--gma500_gfx.ko-entry_point.cil.out.c,SVC,OK,43.04265259,43.18102541,90693632,OK,61.2327258,22.8210344,98992128,1.89215899,OK,64.43227725,21.28089812,106745856,2.029097887,OK,68.50256383,20.83059261,108847104,2.072961928
uucp-1.07/cu.bc,OSS,OK,43.03704332,43.11551716,63803392,OK,60.70486843,26.18333527,72622080,1.646677809,OK,79.27950193,25.55713701,77758464,1.687024534,OK,79.08587944,24.40018167,80420864,1.767016236
apache-2.4.39/httpd.bc,OSS,OK,42.41545935,42.71702898,163639296,OK,70.29786662,28.00869757,178610176,1.525134429,OK,74.89164249,28.84046897,183418880,1.481148903,OK,80.26260794,27.66731552,182939648,1.54395279
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--gma500--gma500_gfx.ko-entry_point.cil.out.c,SVC,OK,42.45415913,42.67338819,85565440,OK,60.33270319,22.10624847,94031872,1.930376755,OK,61.82773838,20.01911326,101580800,2.131632288,OK,65.21889422,19.9633491,104755200,2.137586633
xplot-0.90.7.1/xplot.bc,OSS,OK,42.52898992,42.55210532,55443456,OK,59.20246055,18.28882228,63348736,2.326672799,OK,66.28942,16.26488938,66531328,2.616193958,OK,67.73819498,14.9255096,68296704,2.85096499
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--airo.ko-entry_point.cil.out.c,SVC,OK,42.31794071,42.34574913,53067776,OK,54.38440755,15.60014817,60473344,2.714445316,OK,57.32014719,12.40180378,70352896,3.414483078,OK,61.38012613,11.5984873,71864320,3.65097172
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--input--mouse--psmouse.ko-entry_point.cil.out.c,SVC,OK,42.10401883,42.14245019,62459904,OK,77.55601916,27.58741132,71053312,1.527597124,OK,74.33295566,22.40851012,75255808,1.880644896,OK,74.41699056,22.6014817,76898304,1.864587939
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--airo.ko-entry_point.cil.out.c,SVC,OK,41.70952535,41.73496358,53338112,OK,54.27612386,15.849771,60796928,2.633158774,OK,59.67053923,13.24476394,68571136,3.151053787,OK,60.62912044,11.23097618,72810496,3.716058417
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--airo.ko-entry_point.cil.out.c,SVC,OK,40.95274336,41.00450666,53633024,OK,54.49627099,15.29715981,60502016,2.68053071,OK,57.39380904,12.18385597,67129344,3.36547861,OK,64.49488889,12.39661252,72192000,3.30771867
caph-1.1/caph.bc,OSS,OK,40.90520078,40.77882897,29790208,OK,58.93368845,29.60785894,34652160,1.377297462,OK,53.73765909,30.60914777,37511168,1.3322432,OK,58.55684574,30.29414234,38739968,1.34609617
ncurses-6.1/tic.bc,OSS,OK,40.50029595,40.52626859,42954752,OK,53.53051913,15.30437466,58318848,2.648018589,OK,66.92229252,18.47925954,61276160,2.193067774,OK,64.73749281,13.67471752,65187840,2.963590914
openssh-8.0p1/scp.bc,OSS,OK,39.91682074,39.97232876,47124480,OK,59.80924615,18.81763066,63479808,2.124195627,OK,70.71504848,19.06010792,72527872,2.097172216,OK,76.65654805,20.54058911,71688192,1.946016667
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--infiniband--hw--mthca--ib_mthca.ko-entry_point.cil.out.c,SVC,OK,39.60744275,39.7061913,63258624,OK,70.51928975,39.51097937,63107072,1.004940701,OK,72.60843078,40.68258729,66211840,0.9759996586,OK,72.36542978,40.41991989,67026944,0.9823421574
nauty-26r11/complg.bc,OSS,OK,39.55371414,39.57799749,56061952,OK,50.31824595,15.68889671,86233088,2.522675637,OK,83.5787369,20.01981867,85749760,1.976940857,OK,96.41498461,22.49315743,85237760,1.759557217
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,38.85867283,38.9105099,97984512,OK,57.53463111,16.9013991,127959040,2.302206442,OK,60.2121431,14.39693799,137375744,2.702693443,OK,72.09227016,15.93026453,151166976,2.442552653
inetutils-1.9.4/ftpd.bc,OSS,OK,38.61690143,38.64060638,60903424,OK,66.03105691,19.54995138,77848576,1.97650652,OK,73.44515918,20.96781553,85688320,1.842853221,OK,79.71932143,20.73495103,88576000,1.86354944
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,38.47053153,38.50252185,98336768,OK,54.14053131,15.76248437,126681088,2.44266836,OK,64.2412431,15.50063345,137433088,2.483932155,OK,62.71377255,13.25998035,146640896,2.903663568
fbida-2.14/fbi.bc,OSS,OK,37.63337513,37.86194301,48570368,OK,51.87614589,18.96712273,55218176,1.996188012,OK,56.08170528,17.29345158,58413056,2.189380346,OK,54.76013504,16.41018059,59621376,2.307222812
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,37.58795155,37.80327331,95862784,OK,49.36265173,15.17261229,124534784,2.491546781,OK,52.79573494,13.63976093,131940352,2.771549552,OK,60.896565,14.66854303,141660160,2.577166201
xcftools-1.0.7/xcf2png.bc,OSS,OK,37.65927924,37.72080747,37347328,OK,52.33611798,19.29371996,47005696,1.955082149,OK,57.32691632,19.77735517,49541120,1.907272593,OK,58.78036237,19.60020213,51118080,1.924511146
cpio-2.12/cpio.bc,OSS,OK,37.50516245,37.52894393,54886400,OK,60.89150647,21.56294407,66174976,1.740436919,OK,66.28464579,21.79813888,69627904,1.721658172,OK,72.6371931,21.76258313,70737920,1.72447102
xcftools-1.0.7/xcf2pnm.bc,OSS,OK,36.90164874,36.97500166,37072896,OK,60.07783467,35.37769596,42381312,1.045150077,OK,62.51633658,35.85835622,44838912,1.031140452,OK,63.4087425,36.02396135,46276608,1.026400214
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--staging--silicom--bpctl_mod.ko-main.cil.out.c,SVC,OK,36.71835934,36.68438757,50044928,OK,64.16607992,39.18312716,51122176,0.9362291944,OK,54.73414602,38.72906301,57212928,0.947205657,OK,45.23404041,38.000165,55226368,0.9653744287
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,35.60883953,35.65819272,44912640,OK,44.19497803,25.06962479,44544000,1.422366431,OK,46.2832435,25.44662301,45056000,1.401293709,OK,48.48952476,26.35984994,45023232,1.352746423
peg-0.1.18/leg.bc,OSS,OK,35.62208732,35.64747338,38133760,OK,70.32595788,25.08414091,52113408,1.421115975,OK,75.50234744,23.60490776,57561088,1.51017211,OK,73.45336757,22.02909476,60932096,1.618199648
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,35.36504036,35.45519774,95514624,OK,48.56994205,15.07916922,123576320,2.351269969,OK,52.32335196,13.40165723,133410816,2.64558309,OK,58.31489068,13.76077539,141586432,2.576540691
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-rtlwifi-rtl8723ae-rtl8723ae.cil.c,SVC,OK,35.27331964,35.36375355,95834112,OK,49.33455105,15.23973248,124968960,2.320497004,OK,51.82501041,13.23677414,134217728,2.671629294,OK,56.30037488,13.23061987,143736832,2.672872012
ldv-challenges/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,34.73414457,34.76329054,45076480,OK,43.81542825,24.49828289,44548096,1.419009271,OK,44.7859251,24.7055975,45068288,1.407101793,OK,50.65565806,26.58119811,44670976,1.307815035
pcre2-10.32/pcre2test.bc,OSS,OK,34.70873179,34.73323128,70840320,OK,57.48209901,28.35111972,94146560,1.225109683,OK,64.66483681,29.5991588,98643968,1.173453324,OK,77.78383738,28.261176,103559168,1.229008704
ser2net-3.5/ser2net.bc,OSS,OK,34.31880188,34.3946064,55652352,OK,43.41818874,12.49622621,71495680,2.75239947,OK,47.18627024,10.21607366,74526720,3.366714802,OK,51.28515674,9.762162896,76181504,3.523256759
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--usb--misc--ftdi-elan.ko-entry_point.cil.out.c,SVC,OK,33.97234396,33.99157815,43196416,OK,44.50835838,11.50284767,47190016,2.955057663,OK,51.12231271,9.424587911,52535296,3.606691186,OK,54.778879,7.554553237,55193600,4.499482244
ldv-validator-v0.8/linux-stable-8817633-1-144_2a-drivers--staging--media--easycap--easycap.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,33.62814506,33.85312981,75051008,OK,45.1939039,13.74202644,99573760,2.463474362,OK,52.62610137,13.36199287,109785088,2.533538982,OK,56.30816444,13.10052008,118059008,2.584105792
gnupg-2.2.15/gpg-wks-client.bc,OSS,OK,33.55326701,33.62814223,85676032,OK,47.25046647,15.89475848,103428096,2.115674942,OK,50.01742932,13.43676105,111439872,2.50269705,OK,50.59128097,12.69375137,126808064,2.649188664
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,33.54945976,33.59090516,43761664,OK,46.70567231,25.19876846,43315200,1.333037573,OK,47.02671668,29.46082305,100110336,1.140188959,OK,47.51565528,25.65606285,43495424,1.309277474
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,33.47896315,33.54625591,43622400,OK,44.73725067,26.31953504,43364352,1.274576312,OK,48.56121465,25.87828063,43868160,1.296309302,OK,49.5272357,25.18783664,43483136,1.331843476
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--usb--misc--ftdi-elan.ko-entry_point.cil.out.c,SVC,OK,33.09534067,33.12006267,42180608,OK,45.29758338,11.69664413,44560384,2.831586762,OK,49.96064064,9.223411031,50810880,3.590869209,OK,52.26492035,7.199540272,53407744,4.600302439
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,32.35873937,32.58292256,44040192,OK,45.65317541,25.38437582,43622400,1.28358179,OK,43.30805144,25.34125007,44154880,1.28576619,OK,44.57172416,24.86000478,43692032,1.310656327
chemtool-1.6.14/chemtool.bc,OSS,OK,32.40121023,32.54785059,206168064,OK,37.57864281,17.64795338,225050624,1.844284711,OK,40.0090519,17.39167577,240422912,1.871461441,OK,41.77150475,16.97744309,252248064,1.917123233
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--md--md-mod.ko-entry_point.cil.out.c,SVC,OK,32.32863811,32.51623184,77099008,OK,40.76163195,11.23652166,94240768,2.893798705,OK,43.55395022,8.682753521,102170624,3.744921673,OK,48.25718439,8.180325719,104706048,3.97493119
inetutils-1.9.4/ftp.bc,OSS,OK,32.49088215,32.51319339,51548160,OK,55.03998039,17.75141952,61501440,1.831582728,OK,66.4094688,18.50253279,65581056,1.757229335,OK,65.83502093,18.22413227,66207744,1.784073607
audit-2.8.4/ausearch.bc,OSS,OK,32.33804769,32.38818183,60891136,OK,38.56475171,10.06935963,97394688,3.216508597,OK,41.21653294,7.561434811,95883264,4.283338101,OK,44.15919502,6.8140089,99520512,4.753175744
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--misc--ftdi-elan.ko-entry_point.cil.out.c,SVC,OK,31.98403749,32.00876973,42569728,OK,44.50537933,11.51608294,44294144,2.779484127,OK,49.15822468,9.060446034,50544640,3.532802868,OK,52.26362035,7.251743689,53342208,4.41394113
dtc-1.5.0/fdtoverlay.bc,OSS,OK,31.737657,31.81392394,25448448,OK,63.383444,35.43533126,31318016,0.8978023573,OK,62.53098059,35.5016363,33443840,0.8961255666,OK,63.52906446,35.6965328,35205120,0.8912328858
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--md--md-mod.ko-entry_point.cil.out.c,SVC,OK,31.46159972,31.49106752,75829248,OK,40.86721475,11.34434976,92438528,2.775925302,OK,43.74876527,8.750653885,99454976,3.598710214,OK,45.28997436,7.567327944,110301184,4.161451407
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--scsi--BusLogic.ko.cil.c,SVC,OK,31.25425994,31.29610767,55947264,OK,55.86303741,23.36884076,61370368,1.339223798,OK,56.79536777,23.62028357,68349952,1.324967483,OK,57.05112312,23.51786097,71139328,1.330737847
lxsession-0.5.4/lxsession.bc,OSS,OK,31.1420544,31.22958201,126951424,OK,33.54391253,24.08428659,127451136,1.296678724,OK,36.14535159,25.89431859,131756032,1.206039923,OK,35.16721462,25.05156789,130584576,1.246611874
inetutils-1.9.4/rlogin.bc,OSS,OK,30.40987327,30.73647991,33214464,OK,53.93013512,18.05194438,43560960,1.702668658,OK,54.71133813,16.33731791,46624768,1.881366335,OK,62.93964539,16.79706294,47099904,1.829872283
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--gpu--drm--ast--ast.ko-main.cil.out.c,SVC,OK,30.65095274,30.67152848,46759936,OK,45.93279097,13.12604552,46473216,2.336692223,OK,43.30944918,10.97059258,49086464,2.795795055,OK,60.52444294,13.31376327,50933760,2.303745971
inetutils-1.9.4/rcp.bc,OSS,OK,30.09176651,30.20967163,34021376,OK,63.04129375,20.20221776,43925504,1.495364122,OK,54.49222177,15.89984333,47407104,1.899998069,OK,60.35335013,16.0464728,48537600,1.882636266
ldv-consumption/32_7a_cilled_linux-3.8-rc1-drivers--net--ethernet--chelsio--cxgb4--cxgb4.ko-main.cil.out.c,SVC,OK,30.09499714,30.17023848,63561728,OK,47.05263057,22.45482344,64368640,1.343597226,OK,51.06942898,23.04946199,67416064,1.308934607,OK,52.65873631,22.83525962,68235264,1.321212852
inetutils-1.9.4/talkd.bc,OSS,OK,30.07108044,30.1350443,35463168,OK,53.95537176,17.35559598,44478464,1.736330134,OK,65.4400173,19.3181055,48160768,1.559937868,OK,56.67933106,16.09495536,48828416,1.872328542
inetutils-1.9.4/rshd.bc,OSS,OK,30.05729776,30.08634842,34095104,OK,52.47541746,17.31089146,43765760,1.738001102,OK,58.9132595,17.62503323,46919680,1.707023643,OK,61.25248718,15.86188963,48205824,1.896769498
inetutils-1.9.4/rsh.bc,OSS,OK,29.95721624,30.01484508,32112640,OK,48.30428308,15.74233389,42614784,1.906632478,OK,56.70896048,16.1960834,45395968,1.853216259,OK,60.79217408,15.95544645,46379008,1.881166107
inetutils-1.9.4/talk.bc,OSS,OK,29.92820823,29.95077976,33808384,OK,48.21048675,15.84436494,43352064,1.890311153,OK,58.67259188,16.51333325,46706688,1.81373314,OK,55.25248585,16.39205272,47865856,1.827152478
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,29.89105672,29.92715845,95096832,OK,39.21901728,11.47158656,106790912,2.608807272,OK,43.43244445,10.14483602,116981760,2.949989373,OK,46.66348208,9.489147848,117395456,3.153829925
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--mellanox--mlx4--mlx4_en.ko-entry_point.cil.out.c,SVC,OK,29.8888175,29.91304108,68141056,OK,39.70734643,11.91619393,78086144,2.51028485,OK,42.0759403,11.8502429,84553728,2.524255523,OK,45.01930059,12.20576691,86876160,2.45073016
inetutils-1.9.4/dnsdomainname.bc,OSS,OK,29.85465009,29.89378062,31195136,OK,52.21960606,15.49068013,40816640,1.929791357,OK,54.72306953,15.99244307,44707840,1.869244148,OK,60.1905976,15.77496826,44916736,1.895013678
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--pci--cx18--cx18.ko-entry_point.cil.out.c,SVC,OK,29.85583619,29.88707423,67981312,OK,54.76613418,19.330916,77414400,1.546076463,OK,60.93283043,19.68681346,81903616,1.518126552,OK,58.39632563,18.05218336,83595264,1.655593323
inetutils-1.9.4/rlogind.bc,OSS,OK,29.79965815,29.88401927,35102720,OK,49.41317381,15.89608514,44650496,1.879960946,OK,57.84268388,16.16615159,47640576,1.848554932,OK,60.57019065,16.83934828,49242112,1.774654148
inetutils-1.9.4/hostname.bc,OSS,OK,29.76775183,29.80798367,32108544,OK,49.13931759,16.07056597,41639936,1.854818537,OK,54.0866938,16.05755057,45207552,1.856321955,OK,63.00940962,16.39485612,46243840,1.818130238
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,29.65759792,29.75072545,95014912,OK,39.43606454,11.50951879,107831296,2.584880045,OK,43.81800825,10.15191279,115638272,2.930553687,OK,48.48455732,9.761929588,117223424,3.047627539
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--mellanox--mlx4--mlx4_en.ko-entry_point.cil.out.c,SVC,OK,29.64913178,29.67396177,68005888,OK,41.17390344,12.24793019,78360576,2.422773588,OK,42.23354875,12.48444456,85921792,2.376874809,OK,44.92185338,12.05784554,86949888,2.460967149
musepack-0.1+r475/mpcenc.bc,OSS,OK,29.50035003,29.52682865,62603264,OK,55.34246454,27.16269575,67928064,1.087036019,OK,33.68293052,27.06077802,71327744,1.091130071,OK,55.62384865,26.72273347,73322496,1.104932947
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--pci--cx18--cx18.ko-entry_point.cil.out.c,SVC,OK,29.29387877,29.37098135,68718592,OK,52.909986,18.42901994,77729792,1.593735394,OK,59.83694851,19.75471243,83075072,1.486783543,OK,58.66374392,18.21616322,85278720,1.612358266
julius-4.5/adintool-gui.bc,OSS,OK,29.19509331,29.25765851,258027520,OK,42.30601539,18.296204,270585856,1.59911086,OK,47.24692762,19.02647063,279355392,1.537734406,OK,48.35301237,18.22528789,274866176,1.605333133
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--dvb-usb-v2--dvb-usb-mxl111sf.ko-entry_point.cil.out.c,SVC,OK,29.10187476,29.12819252,48410624,OK,37.80741614,10.85753465,61554688,2.682763028,OK,46.00317527,11.09803473,69672960,2.624626183,OK,50.69955041,11.37580327,73719808,2.560539405
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,28.46121459,28.68687054,91942912,OK,37.37655172,10.99480115,104058880,2.609130456,OK,43.10715124,10.08812845,113598464,2.843626615,OK,48.39414506,10.19971771,115662848,2.812516125
nauty-26r11/addedgeg.bc,OSS,OK,28.36102873,28.41118255,57786368,OK,57.04592743,26.57650828,66183168,1.069033684,OK,59.53966649,26.5958251,70909952,1.068257234,OK,69.66495785,27.13160913,72761344,1.047161722
horst-5.1/horst.bc,OSS,OK,28.12894954,28.33062915,54632448,OK,43.95134694,17.00892722,66285568,1.665632923,OK,46.20960865,17.08707517,70660096,1.65801513,OK,47.91247328,16.98259318,73621504,1.668215735
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,28.1697145,28.31968847,91721728,OK,36.87428498,11.16503808,103936000,2.536461431,OK,42.25576416,10.1911591,113037312,2.778848626,OK,48.42561129,10.26421361,115015680,2.75907045
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-wireless-mwifiex-mwifiex.cil.c,SVC,OK,28.28597058,28.30258156,91873280,OK,37.8340826,11.43250427,104792064,2.475623965,OK,41.32764734,10.30222566,113152000,2.747229823,OK,45.01131003,9.519575066,115740672,2.973092955
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--gadget--udc--gr_udc.ko-entry_point.cil.out.c,SVC,OK,27.21538423,27.24103329,40345600,OK,36.09852007,10.54149983,42262528,2.584170539,OK,38.71056419,9.086690347,47214592,2.997904875,OK,40.60329617,8.824711069,51900416,3.086903705
fvwm-2.6.8/FvwmScript.bc,OSS,OK,26.9235999,26.95416472,106315776,OK,38.32940112,15.83047613,119611392,1.702675554,OK,38.41329738,15.36727939,130502656,1.75399718,OK,39.09024299,15.16020011,132956160,1.777955735
coreutils-8.31/join.bc,OSS,OK,26.76255406,26.79477545,31461376,OK,47.66236646,17.48758247,47030272,1.532217246,OK,51.16223577,17.43726388,56864768,1.536638755,OK,53.4209704,16.77671458,65765376,1.597140806
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--hwmon--applesmc.ko.cil.c,SVC,OK,26.69496257,26.72155761,42188800,OK,28.91521718,28.80096462,41803776,0.927800786,OK,29.91235484,29.84412446,42188800,0.8953708004,OK,29.06234866,28.80632361,41799680,0.9276281823
ldv-linux-3.14/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,26.5842283,26.72108896,59310080,OK,37.23717174,11.89465411,65634304,2.246478856,OK,40.86763633,11.48321338,71622656,2.326969645,OK,46.22942344,11.70329659,73736192,2.283210439
lcdproc-0.5.9/lcdproc.bc,OSS,OK,26.6085025,26.62922166,61534208,OK,31.98682632,9.057561101,76910592,2.93999912,OK,34.41450656,6.922408972,85065728,3.846814277,OK,36.25404588,6.388614759,86233088,4.168230934
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-wireless-airo.cil.c,SVC,OK,26.24731644,26.48658449,55930880,OK,36.58444501,13.43852939,57757696,1.970943674,OK,38.11060193,12.62636204,63467520,2.097720976,OK,41.23404612,12.76569679,64933888,2.074824816
