benchmark,category,status,cputime (s),walltime (s),memUsage,status-4,cputime (s)-4,walltime (s)-4,memUsage-4,speedup-4,status-6,cputime (s)-6,walltime (s)-6,memUsage-6,speedup-6,status-8,cputime (s)-8,walltime (s)-8,memUsage-8,speedup-8
gkrellm-2.3.10/gkrellm.bc,OSS,OK,14.21893659,14.60746365,331333632,OK,19.94317667,12.41933725,335556608,1.17618705,OK,16.59175791,12.97063079,341696512,1.126195316,OK,21.92492839,13.15313712,338808832,1.110568796
davfs2-1.5.5/mount.davfs.bc,OSS,OK,14.62158485,14.64454402,52088832,OK,17.85745542,5.485306333,64004096,2.669776878,OK,18.3278056,4.551683743,70848512,3.217390496,OK,18.73322625,4.041968635,73678848,3.623121637
pcre2-10.32/pcre2grep.bc,OSS,OK,14.63469514,14.64803261,37695488,OK,26.83997438,11.96616121,50597888,1.224121283,OK,24.59350797,12.79509413,54714368,1.144816323,OK,23.81562473,12.24035202,57724928,1.196700273
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,14.85667354,14.89846549,94101504,OK,17.79150055,5.8959294,110055424,2.526907037,OK,20.08367147,5.497370122,117993472,2.710107772,OK,21.59446152,5.58126378,123920384,2.669371325
sndio-1.5.0/aucat.bc,OSS,OK,14.79174348,14.92527217,29700096,OK,20.00826237,7.263242146,37220352,2.054904941,OK,20.88203559,7.090605214,39190528,2.104936282,OK,19.91097729,6.583034163,40685568,2.267232982
nauty-26r11/NRswitchg.bc,OSS,OK,14.97988974,15.00619482,54321152,OK,30.37565256,13.72431557,62251008,1.093402053,OK,36.31215322,14.32263583,66125824,1.047725782,OK,35.75684299,13.97487494,67829760,1.073798148
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.02327418,15.05006532,92233728,OK,17.94186058,5.909554618,108539904,2.546734279,OK,20.29884238,5.540899061,115994624,2.716177492,OK,21.77934739,5.598117741,121470976,2.688415288
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.0467712,15.10727664,91942912,OK,18.77483981,6.147016395,105742336,2.457660054,OK,20.82487502,5.837727223,117440512,2.587869571,OK,21.51407805,5.509993786,120844288,2.741795586
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,14.88557513,15.12887423,57118720,OK,20.7364513,12.87069668,56283136,1.175451073,OK,19.00346333,12.63322616,57712640,1.197546378,OK,19.55770332,12.88378137,60235776,1.174257292
ldv-validator-v0.8/linux-stable-90a4845-1-110_1a-drivers--char--ipmi--ipmi_si.ko-entry_point_ldv-val-v0.8.cil.out.c,SVC,OK,15.09703504,15.13100889,42938368,OK,20.79572895,7.600336833,42708992,1.990833988,OK,23.61574688,6.838226951,45731840,2.212709376,OK,24.91086453,6.439497233,49111040,2.349718983
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,14.97518992,15.25123663,56881152,OK,20.30925059,12.66339196,56209408,1.204356359,OK,19.54042743,13.02233187,58675200,1.171160188,OK,19.39036627,12.93634995,60100608,1.178944346
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,15.09843378,15.35643846,56991744,OK,21.03875466,12.93671144,56221696,1.18704344,OK,19.55708432,13.05515332,58097664,1.17627408,OK,19.59470587,12.98016131,59879424,1.183069924
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.44947831,15.57063356,92430336,OK,18.07597326,5.984390478,106381312,2.601874596,OK,19.74397392,5.53606845,117129216,2.812579667,OK,21.94957075,5.508392657,123740160,2.826710899
detox-1.3.0/inline-detox.bc,OSS,OK,15.55279217,15.58686383,29569024,OK,31.75632976,14.16937345,37564416,1.100039031,OK,30.9399017,13.41871861,40488960,1.161576175,OK,31.38165945,13.42212572,42356736,1.161281317
scdoc-1.9.4/scdoc.bc,OSS,OK,15.61488466,15.64226077,24190976,OK,21.21376945,8.470386951,29503488,1.846699668,OK,21.83266261,8.345170141,32997376,1.87440885,OK,22.13001451,6.621807824,34930688,2.362234179
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-e1000e-e1000e.cil.c,SVC,OK,15.1147634,15.66431839,94175232,OK,18.45332773,5.993665067,107479040,2.613479102,OK,19.80618664,5.52909113,119341056,2.833072927,OK,21.39746064,5.43006443,123981824,2.884738956
ziproxy-3.3.1/ziproxy.bc,OSS,OK,15.72620542,15.74386726,64364544,OK,19.78983792,15.03223869,71737344,1.047340159,OK,19.42172184,14.91245891,76283904,1.0557526,OK,19.11944055,14.57996537,78352384,1.079828851
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--it87.ko-entry_point.cil.out.c,SVC,OK,15.68594739,15.78244091,79290368,OK,21.35105067,6.116164728,86323200,2.580447324,OK,22.03086254,7.856857348,146960384,2.00874729,OK,22.17263494,3.775278865,92323840,4.180470231
fig2dev-3.2.7/fig2dev.bc,OSS,OK,15.78249372,15.81673398,175136768,OK,23.39232583,9.033553896,202551296,1.750887211,OK,23.58912144,8.422706062,215711744,1.877868451,OK,24.26096906,8.175655745,212103168,1.934613501
engrampa-1.22.0/engrampa-server.bc,OSS,OK,15.84198357,15.86733597,117305344,OK,15.35730584,15.37502845,114929664,1.032019942,OK,15.67304032,15.7059854,117456896,1.01027319,OK,15.64999439,15.67122609,114917376,1.01251401
sarg-2.3.11/sarg-2.3.11..bc,OSS,OK,15.84087764,15.881098,122097664,OK,25.55046982,12.54251239,130342912,1.266181568,OK,28.17692237,13.81774463,132820992,1.14932635,OK,27.7910795,13.37310965,134467584,1.187539654
detox-1.3.0/detox.bc,OSS,OK,15.85663006,15.90187607,29290496,OK,31.57915099,14.391338,37847040,1.104961614,OK,30.6742176,13.41453887,39944192,1.185420999,OK,31.65757672,13.42916076,42541056,1.184130293
engrampa-1.22.0/engrampa.bc,OSS,OK,15.90291031,15.93029403,118910976,OK,15.86223319,15.89017932,116600832,1.002524497,OK,15.84880721,15.87948855,119029760,1.00319944,OK,15.71059196,15.73440413,116662272,1.012449782
uucp-1.07/uuconv.bc,OSS,OK,15.8210365,15.96712511,47456256,OK,30.75450338,11.47070793,56897536,1.391991253,OK,29.34614278,10.41090744,59310080,1.533691967,OK,30.5408067,11.58279814,61693952,1.378520536
badvpn-1.999.130/badvpn-ncd-request.bc,OSS,OK,15.98332664,16.00853315,43237376,OK,21.72200738,5.915316096,60854272,2.706285326,OK,25.263815,4.934117299,71950336,3.244457352,OK,26.8837828,4.251556158,77443072,3.765334986
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--target--target_core_mod.ko-entry_point.cil.out.c,SVC,OK,16.01756685,16.0438034,158158848,OK,19.22002552,7.43557258,166322176,2.157709205,OK,19.80910414,6.571844151,172924928,2.441293956,OK,21.32583995,6.38867109,174624768,2.511289622
gnupg-2.2.15/kbxutil.bc,OSS,OK,16.07982789,16.13038418,64434176,OK,25.52665591,10.54391856,74227712,1.529828221,OK,24.36220151,10.41087227,78594048,1.549378741,OK,23.96501666,10.20561116,81604608,1.580540737
brltty-6.0/brltty-morse.bc,OSS,OK,16.24030901,16.27005125,59260928,OK,19.85895268,12.17536626,66662400,1.336308978,OK,20.01452955,12.25123719,71585792,1.328033323,OK,19.89319555,12.20464447,73052160,1.333103253
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--serial--io_edgeport.ko-entry_point.cil.out.c,SVC,OK,16.37440114,16.40179255,54591488,OK,20.36268474,5.97573719,67444736,2.744731241,OK,21.52866505,5.809769104,72544256,2.823140173,OK,21.96009873,5.74428756,75931648,2.855322332
xl2tpd-1.3.13/xl2tpd.bc,OSS,OK,16.41982678,16.46482542,67383296,OK,22.23895215,7.60320855,93409280,2.165510168,OK,22.67600876,6.655640524,102805504,2.47381531,OK,23.71123745,6.370519972,105037824,2.584533994
fbida-2.14/exiftran.bc,OSS,OK,16.53656811,16.5606169,29806592,OK,22.98116598,7.064840691,35532800,2.344089219,OK,24.94486184,5.739064949,36765696,2.885594961,OK,25.23357783,5.721051995,37609472,2.894680368
oidentd-2.3.2/oidentd.bc,OSS,OK,16.52929428,16.57662394,40230912,OK,33.50276952,12.82274241,56373248,1.292751848,OK,33.21570926,10.37714322,60321792,1.597416899,OK,33.33282484,12.75859209,61341696,1.299251816
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--rndis_wlan.ko-entry_point.cil.out.c,SVC,OK,16.95533046,16.97471403,50753536,OK,23.65732175,6.327505794,58683392,2.682686446,OK,20.62766736,4.072227859,63918080,4.168409681,OK,21.86760347,3.482825575,67436544,4.873834094
catdoc-0.95/xls2csv.bc,OSS,OK,17.04914676,17.0680438,29523968,OK,27.79158826,16.49609006,36610048,1.034672079,OK,29.15430554,16.95522408,39718912,1.00665398,OK,31.26207129,16.75237438,42483712,1.018843265
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.23913564,17.26902188,45858816,OK,22.53334028,6.652050937,45326336,2.596044746,OK,26.0665376,7.069017382,48398336,2.44291688,OK,27.64541439,6.546543038,50294784,2.637884114
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--scsi--be2iscsi--be2iscsi.ko.cil.c,SVC,OK,17.30105536,17.32940145,66310144,OK,20.95405258,16.29306114,68235264,1.063606237,OK,20.71576075,16.22972333,72028160,1.067757047,OK,20.62426534,16.23691106,73277440,1.067284373
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.30988974,17.40142126,81526784,OK,26.87421989,10.33874319,89219072,1.683127334,OK,26.7453036,9.773948696,95199232,1.780388029,OK,30.0518121,9.912169274,97505280,1.755561348
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--rndis_wlan.ko-entry_point.cil.out.c,SVC,OK,17.3686338,17.45776162,50823168,OK,20.91509334,5.730154726,59269120,3.046647508,OK,23.07357384,4.41691858,64491520,3.952475306,OK,23.66551874,3.598608233,67772416,4.851253731
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--target--target_core_mod.ko-entry_point.cil.out.c,SVC,OK,17.41125411,17.45906421,157925376,OK,21.39195823,8.117073245,167743488,2.150906328,OK,21.78805846,7.304288777,174395392,2.390248351,OK,22.24362967,6.687318791,175505408,2.610771933
stalonetray-0.8.3/stalonetray.bc,OSS,OK,17.43513298,17.47243495,63078400,OK,21.43986955,11.62850664,69050368,1.502551918,OK,19.59010436,11.2774379,76308480,1.549326639,OK,21.3311638,11.76759508,77692928,1.484792333
ldv-challenges/linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.45019018,17.48049163,83222528,OK,27.17932739,11.00329026,91561984,1.588660411,OK,27.32134121,10.06769304,98045952,1.73629565,OK,28.07150423,10.01445661,99618816,1.745525724
ldv-linux-3.14/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.55427388,17.58035264,44122112,OK,23.45908642,6.820955561,43880448,2.577403193,OK,26.30771985,6.789072025,46657536,2.589507458,OK,26.20085136,6.61608971,48726016,2.657211951
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.43163883,17.58334667,44023808,OK,21.9212758,6.605650545,43495424,2.661864498,OK,25.25567227,6.489876642,46886912,2.709349906,OK,26.97346569,6.321880187,50135040,2.781347661
ldv-challenges/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.56492422,17.5973856,81588224,OK,26.65763323,9.659377373,89554944,1.82179295,OK,27.78013425,9.66543285,95604736,1.820651581,OK,29.76407185,9.615207897,96878592,1.830161738
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-ti-tlan.cil.c,SVC,OK,17.6061878,17.65076642,44425216,OK,24.07112794,6.856714286,43896832,2.574230993,OK,25.68321846,6.499720323,47058944,2.715619372,OK,26.02415365,6.518807388,49631232,2.70766804
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--block--rsxx--rsxx.ko-entry_point.cil.out.c,SVC,OK,17.69698397,17.69403702,47030272,OK,25.93673305,7.901605455,46501888,2.239296446,OK,27.4897276,6.613058145,47161344,2.675620965,OK,28.20780458,6.093554145,48353280,2.90373017
fvwm-2.6.8/FvwmAnimate.bc,OSS,OK,17.63677557,17.72701985,61566976,OK,27.42600168,11.22051756,69812224,1.579875415,OK,29.53809194,11.3405395,74686464,1.563154896,OK,30.96930553,11.43877053,73900032,1.549731224
ldv-linux-3.14/linux-3.14_linux-drivers-clk1_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.63310709,17.78908807,68788224,OK,23.76090434,18.03780089,74379264,0.9862115775,OK,23.30193211,18.25384835,79233024,0.974539052,OK,24.09065076,18.41428946,80334848,0.9660480309
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.81424966,17.83710386,69033984,OK,23.61518469,19.27965165,74731520,0.9251777045,OK,23.86217266,18.25103903,79216640,0.9773199122,OK,24.04811658,17.99921036,80846848,0.9909936882
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,17.61102064,17.84904989,81686528,OK,27.44689745,10.27899738,89034752,1.736458259,OK,28.25561871,9.946493135,95625216,1.794506833,OK,29.91856405,9.802443693,97558528,1.820877574
gv-3.7.4/gv.bc,OSS,OK,17.78354661,17.97114832,170356736,OK,24.24984834,9.596224706,184090624,1.872731086,OK,25.47919693,9.158472062,197988352,1.962243068,OK,26.15422279,8.61510737,207245312,2.086003987
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,17.88876866,17.98701097,59219968,OK,25.68744559,16.42286635,58298368,1.095241878,OK,23.79152821,15.9655982,59359232,1.126610526,OK,23.5953944,16.29268138,61358080,1.103993293
ldv-linux-3.14/linux-3.14_linux-kernel-locking-spinlock_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.82027719,17.99407108,71262208,OK,24.02245601,18.31416522,77103104,0.9825220455,OK,24.14115534,18.4524928,81956864,0.9751566508,OK,24.58541053,18.9174467,83996672,0.9511892043
ldv-linux-3.14/linux-3.14_linux-kernel-locking-mutex_drivers-net-wireless-ipw2x00-ipw2100.cil.c,SVC,OK,17.65624188,18.0036634,69853184,OK,21.99078315,19.00682572,75083776,0.9472209443,OK,24.68730079,19.08690148,80191488,0.9432470441,OK,25.52029114,19.36524289,81330176,0.9296895216
tinyproxy-1.10.0/tinyproxy.bc,OSS,OK,18.06635981,18.09510128,51412992,OK,26.56095277,11.79734298,57204736,1.533828532,OK,24.53288071,11.68573015,59801600,1.548478448,OK,24.96632981,11.11730898,61739008,1.627651198
ldv-linux-4.0-rc1-mav/linux-4.0-rc1---drivers--misc--sgi-gru--gru.ko.cil.c,SVC,OK,17.93563023,18.10607006,59461632,OK,24.86557355,16.14258997,58433536,1.121633523,OK,25.96652297,16.55477834,59850752,1.093706583,OK,26.38686942,16.76454576,59232256,1.080021512
uucp-1.07/uuchk.bc,OSS,OK,18.11488382,18.13424727,44072960,OK,31.21349036,11.27440717,56565760,1.60844353,OK,34.08201874,11.47949239,60280832,1.579708114,OK,34.39504425,10.72141244,62111744,1.69140469
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-spinlock_drivers-net-ethernet-intel-igb-igb.cil.c,SVC,OK,18.09220606,18.15109279,83173376,OK,26.82387612,10.55056136,91566080,1.720391188,OK,27.23262922,12.55621418,154443776,1.445586427,OK,28.1995188,9.830367656,99061760,1.846430716
ecl-16.1.3/dpp.bc,OSS,OK,18.14257512,18.17307542,68960256,OK,22.11606187,13.93044264,71557120,1.304558361,OK,21.44378034,13.50686541,73797632,1.345469498,OK,21.22707354,13.32397988,74805248,1.363937472
opensmtpd-6.0.3p1/smtpd.bc,OSS,OK,18.10887013,18.24865182,168198144,OK,23.55529423,10.68059153,171511808,1.708580632,OK,24.94611003,10.9436823,176091136,1.667505627,OK,24.55032434,10.89639968,175996928,1.674741415
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--fm10k--fm10k.ko-entry_point.cil.out.c,SVC,OK,18.30853618,18.33289891,68894720,OK,23.15908145,6.708052582,68530176,2.732968874,OK,23.88632827,5.395286329,75067392,3.397947356,OK,24.94233307,5.125215544,79204352,3.577000569
openvswitch-2.11.0/vtep-ctl.bc,OSS,OK,16.14024496,18.48100948,234180608,OK,18.25722797,13.4474652,208302080,1.374311753,OK,18.3661837,15.1343325,240582656,1.221131456,OK,18.50179926,13.64613874,212033536,1.354303208
ldv-linux-3.14/linux-3.14_linux-alloc-spinlock_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,18.48525504,18.52795658,59236352,OK,26.79468792,16.82214214,58314752,1.101402926,OK,24.99365137,17.01306686,59445248,1.089042718,OK,23.91193229,16.82012033,61186048,1.101535317
unbound-1.9.1/unbound-checkconf.bc,OSS,OK,17.20411792,19.47793985,326385664,OK,20.41237588,16.02433816,302653440,1.215522267,OK,21.16251187,18.56259776,337031168,1.049311099,OK,21.60982072,16.18433761,307400704,1.203505532
coreutils-8.31/head.bc,OSS,OK,19.52443558,19.57185029,29155328,OK,36.2829159,12.45074649,45117440,1.571941915,OK,38.88422648,12.90481426,51228672,1.516631692,OK,43.94605583,12.74538239,52957184,1.535603224
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--md--dm-thin-pool.ko-entry_point.cil.out.c,SVC,OK,19.61073652,19.63890016,48459776,OK,25.21305139,6.807308354,55689216,2.884972906,OK,27.14918899,5.347960631,59551744,3.672222277,OK,27.74427225,4.440393383,62111744,4.422783855
zsync-0.6.2/zsyncmake.bc,OSS,OK,19.66412722,19.68333162,48242688,OK,27.62764957,9.962758086,56991744,1.975691013,OK,33.00093009,11.02438444,60932096,1.785435888,OK,29.42668167,9.484685257,63422464,2.07527515
ldv-linux-3.14/linux-3.14_linux-usb-dev_drivers-net-ethernet-3com-3c59x.cil.c,SVC,OK,19.6199362,19.73247964,47853568,OK,31.36099793,12.27483922,54198272,1.607555039,OK,34.52509037,12.82358149,58257408,1.538765099,OK,34.73412503,12.13288181,60841984,1.62636379
ncurses-6.1/infocmp.bc,OSS,OK,19.77473327,19.79290818,36368384,OK,25.21991017,7.051631601,51027968,2.806855108,OK,33.70808359,10.71847485,52989952,1.846616095,OK,30.3896125,6.476828665,57745408,3.055956735
ecl-16.1.3/ecl_min.bc,OSS,OK,19.87093481,19.89918273,374784000,OK,20.04196466,20.01152252,368304128,0.994386245,OK,19.91976776,19.906409,377700352,0.9996369876,OK,19.85188605,19.81416636,370036736,1.004290686
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--bfa--bfa.ko-entry_point.cil.out.c,SVC,OK,19.72783611,19.94178931,119681024,OK,24.9494032,8.343363935,134270976,2.390137775,OK,27.4906016,10.88419812,199077888,1.832178089,OK,29.42550747,7.343429521,141713408,2.715596201
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--ath--ath5k--ath5k.ko-entry_point.cil.out.c,SVC,OK,19.52270987,19.95200156,83591168,OK,29.52876226,10.45241651,95924224,1.908841036,OK,31.72415716,10.44160801,100438016,1.91081695,OK,33.28922512,10.39174671,103739392,1.919985362
xdialog-2.3.1/Xdialog.bc,OSS,OK,19.98486977,20.03162421,42364928,OK,24.9944197,7.512833372,50438144,2.666320844,OK,27.45272094,6.339019395,55586816,3.160050943,OK,28.72969844,5.172496239,59768832,3.872718952
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--bfa--bfa.ko-entry_point.cil.out.c,SVC,OK,20.02195567,20.06644571,118853632,OK,24.6854547,8.177670617,131248128,2.453809483,OK,26.73477935,7.159261915,140705792,2.802865148,OK,28.98412018,7.269708187,141819904,2.760282145
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--irda--via-ircc.ko-entry_point.cil.out.c,SVC,OK,20.36199316,20.38386912,43229184,OK,26.42754102,8.317061003,44294144,2.450850019,OK,28.07988106,7.723173348,48463872,2.639312651,OK,27.91833822,7.493340772,50864128,2.720264531
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--infiniband--ulp--isert--ib_isert.ko-entry_point.cil.out.c,SVC,OK,20.38303787,20.56845625,50176000,OK,28.60235404,7.656984925,49930240,2.686234392,OK,30.05541577,5.729292084,54767616,3.590051955,OK,31.73798362,4.918230997,58208256,4.182084221
dropbear-2019.78/dropbearkey.bc,OSS,OK,20.54409505,20.56976596,57774080,OK,23.60512168,13.25031919,62074880,1.55239777,OK,23.7587503,13.23687112,65175552,1.553974937,OK,23.73615592,13.15217654,65875968,1.563981892
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--infiniband--ulp--isert--ib_isert.ko-entry_point.cil.out.c,SVC,OK,20.62975725,20.66271437,49242112,OK,28.24460278,7.562848501,49057792,2.732133847,OK,30.5597293,5.925479065,54382592,3.487096004,OK,31.69089655,4.880257201,56483840,4.23393963
lcdproc-0.5.9/LCDd.bc,OSS,OK,20.7000852,20.72550992,62394368,OK,29.26998447,12.70562007,67461120,1.631208064,OK,30.25639013,12.3970093,72171520,1.671815308,OK,29.88798402,11.92454432,74276864,1.738054667
dvtm-0.15/dvtm.bc,OSS,OK,20.72413456,20.83338584,32616448,OK,38.87190513,19.98659798,39104512,1.042367784,OK,37.8101105,19.97854172,41848832,1.042788114,OK,38.73225744,19.86207549,42225664,1.048902762
sthttpd-2.27.1/thttpd.bc,OSS,OK,20.9989624,21.02888633,51597312,OK,25.65501032,7.919400241,59973632,2.655363499,OK,26.53903084,7.171189497,64983040,2.932412585,OK,26.50363293,6.759719387,66412544,3.110911138
coreutils-8.31/ln.bc,OSS,OK,21.21742094,21.24487548,35266560,OK,33.47206479,11.47071431,50860032,1.852096993,OK,35.04476775,10.99916393,58114048,1.931499123,OK,33.04307493,10.85545651,61497344,1.957068821
audit-2.8.4/auditctl.bc,OSS,OK,21.34718725,21.42868905,32272384,OK,37.60113713,12.92078287,41848832,1.65846677,OK,37.92403622,12.94929496,45293568,1.654815116,OK,37.91687596,12.92279267,47775744,1.65820884
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--md--dm-thin-pool.ko-entry_point.cil.out.c,SVC,OK,21.26425442,21.44237686,48353280,OK,27.40241283,7.371597747,55001088,2.908782817,OK,29.91853484,5.80219142,59023360,3.695565228,OK,31.01931046,4.781047618,63188992,4.484869964
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,21.51312432,21.55944646,58707968,OK,28.50981555,9.51078953,64905216,2.266840875,OK,29.26473892,9.031614293,69980160,2.387108856,OK,30.81608054,8.934493114,70594560,2.413057594
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--md--dm-thin-pool.ko-entry_point.cil.out.c,SVC,OK,21.33864185,21.58754067,49270784,OK,27.41011327,7.415776739,55873536,2.911028936,OK,29.03284111,5.609659338,60051456,3.848280148,OK,29.97130228,4.712987868,63311872,4.580436291
ldv-challenges/linux-3.14_complex_emg_linux-kernel-locking-mutex_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,21.52317305,21.64599041,63553536,OK,32.63190402,11.58871482,67686400,1.867850814,OK,34.68021015,10.26962639,72916992,2.107768053,OK,38.48971848,11.72393162,75821056,1.846308142
e2fsprogs-1.45.0/mke2fs.bc,OSS,OK,21.66962467,21.74351489,56262656,OK,39.44109274,18.64097291,60297216,1.166436698,OK,40.26786831,18.94582324,64065536,1.14766799,OK,40.52214948,18.56809098,64999424,1.171015098
tor-0.3.5.8/tor-resolve.bc,OSS,OK,21.73041191,21.75790045,46100480,OK,31.68352752,17.47324242,52039680,1.245212532,OK,32.26720846,17.31310916,56791040,1.256729814,OK,34.94027737,17.24753928,58753024,1.261507517
ldv-linux-3.14/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,21.53659061,21.79845662,58306560,OK,27.81853696,9.62602572,63397888,2.264533387,OK,29.91294095,9.284331519,69275648,2.347875728,OK,30.24688643,8.809762974,70828032,2.474352226
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--lustre--lnet--selftest--lnet_selftest.ko-entry_point.cil.out.c,SVC,OK,21.80196401,21.82550425,74620928,OK,30.72799961,10.86890232,89010176,2.008068856,OK,33.69777542,10.97473989,96571392,1.988703556,OK,33.71468554,10.08574382,101441536,2.163995501
ldv-linux-3.14/linux-3.14_complex_emg_linux-usb-dev_drivers-net-ethernet-broadcom-bnx2.cil.c,SVC,OK,21.80747223,21.96649223,58781696,OK,27.78555773,9.377047145,64221184,2.342580973,OK,29.40451412,9.417143171,69013504,2.332606803,OK,31.5218546,9.276794125,70242304,2.367896919
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--w83627hf.ko-entry_point.cil.out.c,SVC,OK,21.91508762,21.99812694,55386112,OK,29.03180165,7.844190013,62230528,2.804384761,OK,30.33727185,5.823644927,67276800,3.777381213,OK,32.65746715,4.833411781,70299648,4.551262738
tcpreplay-4.3.1/tcpreplay.bc,OSS,OK,21.98338056,22.00417991,54628352,OK,28.96345255,9.470039585,81756160,2.323557332,OK,34.60697534,11.53970829,85159936,1.906822891,OK,35.94255434,11.74974689,85114880,1.872736504
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--chelsio--cxgb--cxgb.ko-entry_point.cil.out.c,SVC,OK,22.08388226,22.10956125,55246848,OK,37.3676797,14.05819862,57094144,1.572716522,OK,35.35130434,14.49796731,118276096,1.525011112,OK,40.19367763,11.86552585,64356352,1.863344409
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--staging--lustre--lnet--selftest--lnet_selftest.ko-entry_point.cil.out.c,SVC,OK,22.20293281,22.23293388,73428992,OK,28.61513515,10.58010978,87539712,2.101389715,OK,31.82885308,10.03396627,95760384,2.215767252,OK,33.33887311,9.942206084,100225024,2.236217364
ldv-challenges/linux-3.14_complex_emg_linux-drivers-clk1_drivers-net-ethernet-neterion-vxge-vxge.cil.c,SVC,OK,22.33024918,22.36435928,63422464,OK,34.15000649,11.67454145,67289088,1.915652052,OK,36.12143133,11.62298835,72298496,1.924148817,OK,38.79861551,11.35572695,74752000,1.9694344
catdoc-0.95/catdoc.bc,OSS,OK,22.33864419,22.36821722,30257152,OK,34.22569989,10.60731134,37679104,2.108754661,OK,35.4370003,9.955372281,39976960,2.246848896,OK,38.46027796,10.06252323,42795008,2.222923287
